0	84389.4
1	84389.4
2	84289.9
3	84289.9
4	84190
5	84190
6	84190
7	84090.3
8	84090.3
9	84090.3
10	84090.3
11	84090.3
12	84090.3
13	84090.3
14	84090.3
15	84089.9
16	84089.9
17	84089.9
18	84089.9
19	84089.9
20	84089.9
21	84089.9
22	84089.9
23	84089.9
24	84089.9
25	84089.9
26	84089.9
27	84089.9
28	84089.9
29	84089.9
30	84089.9
31	84089.9
32	84089.9
33	83990.9
34	83990.9
35	83990.9
36	83990.9
37	83990.9
38	83990.9
39	83990.9
40	83990.9
41	83990
42	83990
43	83990
44	83990
45	83990
46	83990
47	83989.4
48	83790.1
49	83790.1
50	83790.1
51	83790.1
52	83790.1
53	83790.1
54	83790.1
55	83790.1
56	83790.1
57	83790.1
58	83790.1
59	83790.1
60	83790.1
61	83689.2
62	83689.2
63	83689.2
64	83689.2
65	83689.2
66	83689.2
67	83689.2
68	83590
69	83589.8
70	83589.8
71	83589.8
72	83589.5
73	83589.3
74	83589.3
75	83589.3
76	83488.9
77	83488.9
78	83488.9
79	83488.9
80	83488.9
81	83488.9
82	83488.9
83	83488.9
84	83488.9
85	83389.2
86	83389.2
87	83389.2
88	83288.8
89	83288.8
90	83189.6
91	83189.6
92	83189.2
93	83189.2
94	83189.2
95	83189.2
96	83188.9
97	83188.9
98	83188.9
99	83188.9
100	82888.8
101	82888.8
102	82888.8
103	82888.8
104	82888.8
105	82888.8
106	82888.8
107	82888.8
108	82888.8
109	82888.8
110	82888.8
111	82789.7
112	82689.2
113	82689.2
114	82689.2
115	82689.2
116	82689.2
117	82689.2
118	82588.8
119	82588.8
120	82588.8
121	82588.8
122	82588.8
123	82588.7
124	82588.7
125	82490.4
126	82490.4
127	82489.1
128	82489.1
129	82489.1
130	82488.7
131	82488.5
132	82389
133	82389
134	82389
135	82389
136	82389
137	82288.8
138	82288.8
139	82288.8
140	82288.8
141	82288.8
142	82288.8
143	82288.8
144	82288.8
145	82189.4
146	82189.4
147	82189.4
148	82189.4
149	82189.2
150	82089.1
151	82089.1
152	82089.1
153	81989.7
154	81989.7
155	81989.4
156	81989.3
157	81989.3
158	81989.3
159	81988.9
160	81988.9
161	81889.1
162	81889.1
163	81889.1
164	81889.1
165	81889.1
166	81889
167	81889
168	81889
169	81889
170	81889
171	81889
172	81888.9
173	81689.3
174	81689.3
175	81689.3
176	81689.3
177	81689.3
178	81689.3
179	81689.3
180	81689.3
181	81689.3
182	81689.3
183	81689.3
184	81589
185	81589
186	81588.9
187	81588.9
188	81588.9
189	81588.9
190	81588.9
191	81489.2
192	81489.2
193	81489.2
194	81489.2
195	81489.2
196	81489.2
197	81489.2
198	81489.2
199	81489.2
200	81488.9
201	81488.9
202	81488.8
203	81488.8
204	81488.8
205	81389.4
206	81389.4
207	81389.4
208	81389.4
209	81389.1
210	81389.1
211	81388.9
212	81388.9
213	81388.9
214	81388.9
215	81388.9
216	81388.9
217	81289
218	81289
219	81289
220	81289
221	81288.6
222	81288.6
223	81288.6
224	81288.6
225	81288.6
226	81288.5
227	81189.1
228	81189.1
229	81189.1
230	81189.1
231	81189.1
232	81189.1
233	81189.1
234	81189.1
235	81189.1
236	81188.8
